Address,Latitude,Longitude
"120 ROCKY POINT RD, KOGARAH NSW 2217",-33.977624,151.1368826
"278 SANDGATE RD, SHORTLAND NSW 2307",-32.8874478,151.6951911
"80 Main Road, Cliftleigh NSW 2321",-32.7918288,151.5192378
"104-106 Elizabeth Drive,, Liverpool NSW 2170",-33.918285,150.913237
"323 RIVER ST, BALLINA NSW 2478",-28.8661185,153.5503765
"36-38 Lane Cove Rd, RYDE NSW 2112",-33.8075219,151.1085592
"144 Maitland Road, ISLINGTON NSW 2296",-32.9150496,151.7479837
"95 Elizabeth Drive (Corner Park Road), Liverpool NSW 2170",-33.91815820000001,150.9159891
"84-86 Maitland St, MUSWELLBROOK NSW 2333",-32.2779611,150.8979498
"51 Tweed Valley Way, Murwillumbah NSW 2484",-28.3289606,153.4031598
"Cnr Milperra & River Rds, Revesby NSW 2212",-33.934471,151.0060431
"422 Pacific Hwy, Artarmon NSW 2064",-33.8114193,151.1756084
"80-82 Central Ave, OAK FLATS NSW 2529",-34.5626591,150.8194197
"72 Stranraer Drive, St Andrews NSW 2566",-34.0288476,150.8279564
"472 CABRAMATTA RD, MOUNT PRITCHARD NSW 2170",-33.89704529999999,150.9123049
"709 Cabramatta Road, Bonnyrigg NSW 2177",-33.893119,150.8923949
"149 - 151 Parkes Street, Helensburgh NSW 2508",-34.19234,150.977783
"106 Milperra Rd, Revesby NSW 2212",-33.9357154,151.0087567
"257 Guildford Rd, GUILDFORD NSW 2161",-33.8542855,150.9887873
"145-147 HOSKINS ST, TEMORA NSW 2666",-34.4457826,147.5336454
"149 ELDRIDGE RD, CONDELL PARK NSW 2200",-33.9306956,151.0119468
"31-35 Unwins Bridge, Sydenham NSW 2044",-33.914665,151.1683987
"303 Tweed Valley Way, South Murwillumbah NSW 2484",-28.3305318,153.401752
"250 HENRY LAWSON DR, GEORGES HALL NSW 2198",-33.9153748,150.9745902
"1 Brookfield Road, Minto NSW 2566",-34.0315489,150.8479627
"42 SHARP ST, COOMA NSW 2630",-36.2327001,149.1317361
"397 Main Rd, CARDIFF NSW 2285",-32.9339267,151.6562059
"359 Elizabeth Drive, Mount Pritchard NSW 2170",-33.9021537,150.8969178
"348 Elizabeth Dr, MOUNT PRITCHARD NSW 2170",-33.9031655,150.8966489
"242 Parramatta Road, Homebush NSW 2140",-33.861687,151.0762268
"95 BALLANTRAE DR, ST ANDREWS NSW 2566",-34.0206897,150.8332698
"896A Woodville Rd, Villawood NSW 2163",-33.8838931,150.9760338
"1 DUNN RD, SMEATON GRANGE NSW 2567",-34.03223140000001,150.7562741
"740 Hume Highway, Yagoona NSW 2199",-33.904903,151.0113872
"228 Edgar Street, Condell Park NSW 2200",-33.9224297,151.0125535
"42-50 Sydney St, MUSWELLBROOK NSW 2333",-32.2686268,150.8867393
"Cnr Parramatta & Missenden Roads, Camperdown NSW 2050",-33.8861521,151.1791221
"127 Loftus Ave, Loftus NSW 2232",-34.0456754,151.0508654
"220 Port Hacking Road, Miranda NSW 2228",-34.02809209999999,151.1062336
"22 Charlotte Street, ASHFIELD NSW 2131",-33.8864682,151.1256753
"46 ALBERT ST, FRESHWATER NSW 2096",-33.7773491,151.2869691
"UNIT 1 105 BENT ST, SOUTH GRAFTON NSW 2460",-29.707081,152.9398864
"50 Bells Line of Road, NORTH RICHMOND NSW 2754",-33.5799275,150.7200745
"23-25 Cardigan Street, TULLAMORE NSW 2874",-32.6329229,147.564524
"93 Princes Hwy, Bodalla NSW 2545",-36.0885677,150.050497
"50 Shelly Beach Rd, Shelly Beach NSW 2261",-33.3695808,151.4810789
"7 Lake Albert Rd, Wagga Wagga, EAST WAGGA WAGGA NSW 2650",-35.122392,147.3775724
"2883 Olympic Hwy, CULCAIRN NSW 2660",-35.674541,147.0356236
"10 MILPERRA RD, REVESBY NSW 2212",-33.9383715,151.0171926
"264-266 North Rocks Rd, North Rocks NSW 2151",-33.7753989,151.0228931
"100 Ocean Drive, Port Macquarie NSW 2444",-31.47679219999999,152.9141509
"693 Old Princes Highway (Retank Reopens 23 Jun'16), Sutherland NSW 2232",-34.0297502,151.0588161
"190 Peel Street, Tamworth NSW 2340",-31.085227,150.925363
"186 Nasmyth St, Young NSW 2594",-34.3096772,148.2911754
"91 Glossop St, North St Marys NSW 2760",-33.7609396,150.7806882
"100 CAMPBELLTOWN RD, MINTO NSW 2566",-34.0239083,150.8352104
"532 Old Northern Road, Dural NSW 2158",-33.6830846,151.0284668
"188-190 Pennant Hills Rd, Thornleigh NSW 2120",-33.7249633,151.0850774
"25 Louee Street, Rylstone NSW 2849",-32.7954959,149.9711167
"1579 BOTANY RD, BOTANY NSW 2019",-33.9518926,151.2014839
"126 GREAT WESTERN HWY, BLAXLAND NSW 2774",-33.7451012,150.6109558
"New Lake Entrance Road (Shellharbour City Centre), Shellharbour NSW 2529",-34.5635221,150.8315684
"Cnr Epping & Balaclava Road, Marsfield NSW 2122",-33.7776551,151.1082585
"Eaglevale Road (Eaglevale Market Place), Eagle Vale NSW 2558",-34.0349745,150.80851
"158 Clyde Street (Cnr Redfern St), Granville NSW 2142",-33.8461801,151.0125671
"490 Illawarra Road (Cnr Hill Street), Marrickville NSW 2204",-33.9185357,151.1459539
"Cnr The Kingsway & Port Hacking Road, Miranda NSW 2228",-34.0265351,151.1064638
"Kurrajong Road (Carnes Hill Marketplace), Hoxton Park NSW 2171",-33.93592100000001,150.845474
"275-277 Princes Highway, Corrimal NSW 2518",-34.3751729,150.8962989
"1540 Windsor Road, Vineyard NSW 2765",-33.6499209,150.8627666
"313 Bobbin Head Road, NORTH TURRAMURRA NSW 2074",-33.7088875,151.1481485
"363 Mona Vale Road, ST IVES NORTH NSW 2075",-33.7168559,151.1736097
"321 Gardeners Rd, ROSEBERY NSW 2018",-33.9229462,151.2059868
"169-173 Malabar Rd, SOUTH COOGEE NSW 2034",-33.9323156,151.257447
"146-148 COOGEE BAY RD, COOGEE NSW 2034",-33.9198089,151.2516788
"662 Main Rd, EDGEWORTH NSW 2285",-32.9256167,151.6278431
"116-118 Old South Head Rd, WOOLLAHRA NSW 2025",-33.8898249,151.2550996
"775 Princes Hwy, TEMPE NSW 2044",-33.9254251,151.1595959
"200-202 Pennant Hills Road, THORNLEIGH NSW 2120",-33.7309016,151.0807041
"59-61 Pacific Highway, WAITARA NSW 2077",-33.7105301,151.1024488
"Smithfield Rd, Cnr Elizabeth Drive, BONNYRIGG NSW 2177",-33.8882511,150.8811155
"59-63 Tudor Street, HAMILTON NSW 2303",-32.9249577,151.7507442
"170 Dudley Road, Whitebridge NSW 2290",-32.981395,151.7118269
"130 Canterbury St (Cnr The Summerland Way), Casino NSW 2470",-28.862313,153.046464
"Cnr. Polaris & Hoskins Streets, Temora NSW 2666",-34.4429221,147.5320726
"55 Garfield Rd E, RIVERSTONE NSW 2765",-33.6778926,150.8637753
"38 John St, The Oaks NSW 2570",-34.0801329,150.5703183
"200 Main Road, Cardiff NSW 2285",-32.9410348,151.6682612
"181 The River Rd, REVESBY NSW 2212",-33.9558422,151.0173015
"105 Eastern Rd, Turramurra NSW 2074",-33.7202015,151.1313246
"87-89 Parramatta Rd, CONCORD NSW 2137",-33.867857,151.099422
"797 Pennant Hills Road, CARLINGFORD NSW 2118",-33.7757149,151.0517069
"37 Woodhouse Dr Cnr Wickfield St, Ambarvale NSW 2560",-34.0845134,150.8022126
"98-100 Windsor Rd Cnr Lombard Rd, Northmead NSW 2152",-33.7878663,150.9946557
"Ramsay Rd & Fairlight Street, FIVE DOCK NSW 2046",-33.8701144,151.1309131
"144 Parramatta Rd, GRANVILLE NSW 2142",-33.8303309,151.0109205
"131 Pennant Hills Rd, CARLINGFORD NSW 2118",-33.7875815,151.0278713
"Menai Rd Cnr Carter Rd, Menai NSW 2234",-34.0189197,151.0119781
"309 Victoria Rd, RYDALMERE NSW 2116",-33.8119239,151.0370993
"100 Bonnyrigg Avenue, Bonnyrigg NSW 2177",-33.8876529,150.8868969
"255 -257 Old Northern Road, Castle Hill NSW 2154",-33.734803,151.0035815
"139 Great Western Highway (Corner Layton Avenue), Blaxland NSW 2774",-33.7441113,150.6098266
"104 Great Western Highway & Bennett Road, Colyton NSW 2760",-33.7748103,150.7935251
"199-203 Kissing Point Rd (Cnr Kirby St), Dundas NSW 2117",-33.7995107,151.0451871
"197 Windsor Road, Northmead NSW 2152",-33.7774311,151.0000211
"120-138 Birrell Street, Bondi Junction NSW 2022",-33.89564,151.2485883
"189 Epping Rd & Culloden Rd, Marsfield NSW 2122",-33.7754375,151.1051596
"592-596 Old Northern Rd, Dural NSW 2158",-33.6943073,151.0312615
"194-206 Pacific Hwy, Hornsby NSW 2077",-33.7073862,151.0990193
"179-181 Mona Vale Rd, St Ives NSW 2075",-33.731227,151.1575703
"332-336 Shellharbour Rd, BARRACK HEIGHTS NSW 2528",-34.5648487,150.8597586
"464 Cabramatta Road West, Mount Pritchard NSW 2170",-33.8973019,150.9127943
"143 Concord Rd, North Strathfield NSW 2137",-33.8594235,151.0927651
"1141 Castlereagh Rd, Castlereagh NSW 2749",-33.6693167,150.6772301
"127 GREAT WESTERN HWY, KINGSWOOD NSW 2747",-33.7598768,150.7265537
"30 Henry Street, Penrith NSW 2750",-33.753997,150.7046433
"Lot 3 Great Western Highway (Cnr John Hines Ave), Minchinbury NSW 2770",-33.7778909,150.8081797
"175 Richmond Road, Blacktown NSW 2148",-33.7548377,150.8914672
"Corner Richmond Road & Dublin Street, Plumpton NSW 2761",-33.7394132,150.8601089
"287 Main Street, Toukley NSW 2263",-33.2722961,151.5455728
"13-15 Pacific Highway, GATESHEAD NSW 2290",-32.9873853,151.6917623
"104 WORRIGEE ST, NOWRA NSW 2541",-34.8771905,150.6047403
"22-26 Pearl Street, Kingscliff NSW 2487",-28.2558746,153.5754535
"792-794 Canterbury Road Chapel Street, Belmore NSW 2192",-33.9255437,151.0873735
"30 Bonds Road (Corner Romilly Street), Riverwood NSW 2210",-33.952357,151.058322
"222 King Georges Rd (Cnr Canarys Rd) (Opn 30/6/16), Lakemba NSW 2195",-33.9336163,151.0736108
"Corner Mamre Road & Wilson Street, St Marys NSW 2760",-33.7775981,150.7722312
"100 Briens Road, Northmead NSW 2152",-33.79630950000001,150.9889009
"204-208 New Canterbury Rd, LEWISHAM NSW 2049",-33.8970975,151.1490284
"582 Old Northern Road, Dural NSW 2158",-33.6956363,151.0284601
"367 The Kingsway (Corner Willarong Road), Caringbah NSW 2229",-34.03743,151.1209677
"612 Forest Road, Penshurst NSW 2222",-33.9615295,151.079507
"138-146 Princes Highway, Corrimal NSW 2518",-34.3699146,150.8977565
"246 Beecroft & Carlingford Roads, Epping NSW 2121",-33.770649,151.0807637
"157-159 Mona Vale Rd, ST IVES NSW 2075",-33.7326559,151.1564885
"745 Main Rd, EDGEWORTH NSW 2285",-32.9234898,151.6213646
"12 Hawkesbury Valley Way, WINDSOR NSW 2756",-33.6117941,150.8122301
"1063 Lemon Tree Passage Rd, TANILBA BAY NSW 2319",-32.7361814,152.0012966
"67 WOODHOUSE DR, AMBARVALE NSW 2560",-34.0872263,150.7997049
"411-417 Cleveland St, REDFERN NSW 2016",-33.8917916,151.2131727
"1/3 Rogan St, Canberra Airport ACT 2609",-35.3098176,149.1879149
"1 ENDEAVOUR DR, ARMIDALE NSW 2350",-30.5355285,151.6139462
"185 Bondi Rd, Bondi NSW 2026",-33.8942777,151.2646326
"Pennant Hills Rd & Parkes St, THORNLEIGH NSW 2120",-33.7308462,151.0813669
"39 Vernon Street, Woollahra NSW 2025",-33.8899268,151.2474952
"122 PRINCES HWY, BODALLA NSW 2545",-36.0938311,150.0521046
"494 Forest Rd, PENSHURST NSW 2222",-33.96341150000001,151.0900124
"154-160 Parramatta Road & Corner Bold Street, Granville NSW 2142",-33.8301229,151.0102403
"Lot 3-4 Parramatta Road & Harbord Street, Granville East NSW 2142",-33.8352762,151.0215404
"365 Liverpool Rd, South Strathfield NSW 2135",-33.8882352,151.0904901
"129 Piccadilly St, Riverstone NSW 2765",-33.6762492,150.8667858
"Cnr Victora Rd & Clyde St, Rydalmere NSW 2116",-33.8107468,151.0333242
"2 Princes Highway, St Peters NSW 2044",-33.9099084,151.1810597
"339 Princes Highway, Sydenham NSW 2044",-33.9162918,151.1728066
"651 Princes Highway, Rockdale NSW 2216",-33.9591615,151.1377026
"1 Meagher Ave (Cnr Malabar Rd) (Repn 9 June'16), Maroubra NSW 2035",-33.9512969,151.2492943
"114 Taren Point Rd, TAREN POINT NSW 2229",-34.020674,151.1218978
"243 Pennant Hills Road, Carlingford NSW 2118",-33.7829458,151.0456533
"28 Princes Highway, Arncliffe NSW 2205",-33.9342631,151.1525753
"56 Windsor Road & Northmead Avenue, Northmead NSW 2152",-33.79073899999999,150.9968697
"137 Windsor Road, Northmead NSW 2152",-33.7822803,150.997219
"2 - 4 Peterborough Avenue, Lake Illawarra NSW 2528",-34.5436919,150.8633891
"475 Honour Ave, COROWA NSW 2646",-35.9785849,146.4051617
"585 Bunnerong Rd, MATRAVILLE NSW 2036",-33.963252,151.2321475
"262-272 Victoria Road, Rydalmere NSW 2116",-33.81020609999999,151.032496
"Cnr Brooks St & New England Highway, Rutherford NSW 2320",-32.7189136,151.5352047
"196 The River Road, Revesby NSW 2212",-33.955675,151.016656
"43-57 Shellharbour Rd (Warilla Grove Shopping Centre), Warilla NSW 2528",-34.5468313,150.8629907
"Macarthur Gardens Village U 57 100 Gilchrist Drive, CAMPBELLTOWN NSW 2560",-34.0780851,150.7961644
"363 Windsor Rd (Cnr Olive St), Baulkham Hills NSW 2153",-33.7602239,150.991561
"Cnr Pacific Highway & Jersey Street, Asquith NSW 2077",-33.6892135,151.1068468
"Cnr George St and Burdett St, Hornsby NSW 2077",-33.7037296,151.1092848
"24-42 King Georges Road, Wiley Park NSW 2195",-33.9196666,151.0669006
"270 GIPPS RD, KEIRAVILLE NSW 2500",-34.4146924,150.8751337
"51 Pacific Highway, OURIMBAH NSW 2258",-33.3602185,151.3694188
"21 Boundary Road, Mortdale NSW 2223",-33.9706219,151.0734389
"148 Bridge Street (Cnr Hill St), Muswellbrook NSW 2333",-32.2619076,150.8940866
"21 Ryde Rd, Pymble NSW 2073",-33.7519522,151.1437211
"959-961 Anzac Pde, Maroubra NSW 2035",-33.9499046,151.2407795
"102-108 Taren Point Road, Taren Point NSW 2229",-34.0202082,151.1220242
"269-275 Princes Highway, Corrimal NSW 2518",-34.3744739,150.8964138
"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",-34.0262832,151.1202039
"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",-34.5707034,150.8225664
"137-141 Kingsgrove Road, Kingsgrove NSW 2208",-33.9325643,151.0989949
"73 Pembroke Rd (Cnr Durham St), Minto NSW 2566",-34.0231656,150.8503053
"1389 Camden Valley Way, LEPPINGTON NSW 2179",-33.9707276,150.8127491
"81 Pacific Hwy, CHARLESTOWN NSW 2290",-32.9673526,151.6953747
"60-64 Schwinghammer St, SOUTH GRAFTON NSW 2460",-29.7119715,152.9464635
"Corner Shellharbour & Wattle Roads, Shellharbour NSW 2529",-34.58087039999999,150.8612645
"77 SANDGATE RD, BIRMINGHAM GARDENS NSW 2287",-32.8957021,151.6817796
"2-14 Henry Lawson Dr, TERRANORA NSW 2486",-28.2400772,153.5015861
"196 Riverstone Pde, RIVERSTONE NSW 2765",-33.6645472,150.8548481
"362 Putty Road, Wilberforce NSW 2756",-33.5288854,150.8303312
"90 PATTON ST, BROKEN HILL NSW 2880",-31.980982,141.459079
"56 TUDOR ST, HAMILTON NSW 2303",-32.9242494,151.7498849
"646 Richmond Rd, Glendenning NSW 2761",-33.7375891,150.8533653
"254 BURNS BAY RD, LANE COVE NSW 2066",-33.8172618,151.1518676
"1-5 YATO RD, PRESTONS NSW 2170",-33.9390922,150.868548
"1 BLENDE ST, BROKEN HILL NSW 2880",-31.9645379,141.4534744
"637 Forest Rd, PEAKHURST NSW 2210",-33.9582797,151.0687114
"515 Bunnerong Rd, MATRAVILLE NSW 2036",-33.9594028,151.2318765
"2 High Street, QUEANBEYAN EAST NSW 2620",-35.3486789,149.243543
"Mount St & Middle St, Gundagai NSW 2722",-35.0820593,148.0953924
"4974 Pacific Highway (Cnr Lemon Tree Rd), Halfway Creek NSW 2460",-29.9348834,153.0947952
"164 William Street, Broken Hill NSW 2880",-31.9515503,141.4538018
"241 Waterworth Drive, Mount Annan NSW 2567",-34.049425,150.7603383
"1 Braidwood Rd, GOULBURN NSW 2580",-34.7619696,149.7169655
"1 Wallgrove Rd, Eastern Creek NSW 2766",-33.8115736,150.849902
"1721 Pittwater Road, Mona Vale NSW 2103",-33.6804543,151.3024685
"1190 Burragorang Rd, The Oaks NSW 2570",-34.074958,150.5385676
"233 High St (Cnr Smith St), Maitland NSW 2320",-32.7414511,151.5639025
"2 Brunker Rd, Broadmeadow NSW 2292",-32.9252802,151.7362733
"131-133 Cobra St (Cnr Fitzroy St), Dubbo NSW 2830",-32.2551408,148.6126633
"396-404 Forest Road, Hurstville NSW 2220",-33.9647171,151.0991194
"Whylandra St & Victoria St, Dubbo NSW 2830",-32.2480565,148.5932451
"Cnr Pacific Hwy & Bannockburn Rd, Pymble NSW 2073",-33.740988,151.1381655
"Newell Highway, BOGGABILLA NSW 2409",-28.7191274,150.2779942
"3 EDWARD ST, NORTH STAR NSW 2408",-28.9321306,150.3915412
"87-89, Flinders Street, Port Kembla NSW 2505",-34.4696314,150.894967
"1 DURHAM ST, ROSEHILL NSW 2142",-33.8225926,151.0366159
"3 Carlton Cres, Summer Hill NSW 2130",-33.8923484,151.1431188
"9-13 Gunnedah Road, Tamworth NSW 2340",-31.0956439,150.9084516
"Mitchell Highway, Nevertire NSW 2826",-31.7955168,147.6371251
"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",-34.0349745,150.80851
"712 Pennant Hills Road, Carlingford NSW 2118",-33.7637531,151.0473629
"Henry Lawson Drive, Bankstown NSW 2200",-33.9200507,150.9753158
"322 Canterbury Road, Canterbury NSW 2193",-33.9148163,151.1131048
"Cnr Barrenjoey & Darley Roads, Mona Vale NSW 2103",-33.6428508,151.3230945
"169 Willoughby Road, Naremburn NSW 2065",-33.8199814,151.2012556
"63-69 Maud St (Cnr Miller St), Mayfield NSW 2304",-32.8937007,151.7219861
"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",-33.9577988,151.1574223
"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",-34.0099165,151.0751844
"630-634 Liverpool Road, Strathfield South NSW 2136",-33.8868302,151.0711769
"336 Victoria Street, Deniliquin NSW 2710",-35.5235854,144.9806865
"183 Vincent St, Cessnock NSW 2325",-32.8382769,151.3554038
"Cnr Campbelltown & Blaxland Roads, Campbelltown NSW 2560",-34.0524946,150.8242708
"1055 Great Western Highway, Minchinbury NSW 2770",-33.7820235,150.8242773
"464-468 ARMIDALE RD, NEMINGHA NSW 2340",-31.1237333,150.9836494
"Corner Majura Rd and Mustang Avenue, Canberra Airport ACT 2609",-35.2951379,149.1903072
"Cohen St &, Josephson St,, Belconnen ACT 2617",-35.2397844,149.0609724
"851 Richmond Road, Marsden Park NSW 2765",-33.7195232,150.8449177
"45 Hambledon Road, Quakers Hill NSW 2763",-33.7173422,150.8918776
"Cnr Hassall & James Ruse Drive, Rosehill NSW 2142",-33.8192906,151.0218239
"482 North Rocks Rd, Carlingford NSW 2118",-33.7650846,151.0579045
"126-130 Mulgoa Road, Penrith NSW 2750",-33.7696933,150.6764379
"80 Heathcote Road, Moorebank NSW 2170",-33.9357207,150.9361759
"110 Galston Rd., Hornsby Heights NSW 2077",-33.676437,151.0983138
"419-437 Goonoo-Goonoo Road, Tamworth NSW 2340",-31.128345,150.9235313
"Cnr Castlereagh & Coreen Ave, Penrith NSW 2750",-33.7463061,150.7026983
"1233 Victoria Road (Cnr Marsden Rd), West Ryde NSW 2114",-33.8067305,151.0708812
"28 Great Western Highway, Valley Heights NSW 2777",-33.7016414,150.5819441
"Cnr Victoria Rd & Evans St, Rozelle NSW 2039",-33.8653036,151.1721754
"195 Main Rd, HEDDON GRETA NSW 2321",-32.807646,151.502108
"Cnr Woodcroft Dr & Richmond Road, Doonside NSW 2767",-33.7472436,150.8798171
"27 Thompson St, Bundeena NSW 2230",-34.0838346,151.1453838
"2 Weakleys Dr, THORNTON NSW 2322",-32.7925793,151.6362279
"Cnr Butler Rd & General Holmes Dve, Mascot NSW 2020",-33.9440348,151.1855682
"19-21 Windsor Road, Kellyville NSW 2155",-33.7128777,150.9590079
"115 Heathcote Rd, Wattle Grove NSW 2173",-33.9464211,150.9469199
"920 Richmond Rd, Marsden Park NSW 2765",-33.720513,150.843821
"1032-1036 Victoria Rd, West Ryde NSW 2114",-33.8073711,151.0851213
"477-483 Miller St & Palmer St, Cammeray NSW 2062",-33.8213426,151.2107803
"777 New South Head Rd, ROSE BAY NSW 2029",-33.87064,151.2687579
"90 THE ENTRANCE ROAD, ERINA NSW 2250",-33.4381088,151.3723981
"96 Sawmill Cct, Hume ACT 2620",-35.3966227,149.1580239
"83 Mustang Dr, RUTHERFORD NSW 2320",-32.7051424,151.4982079
"917-923 Old Northern Rd, DURAL NSW 2158",-33.68288709999999,151.0284517
"100 Rookwood Road, Yagoona NSW 2199",-33.8992492,151.0369462
"1412-1414 Pittwater Road, North Narrabeen NSW 2101",-33.7008653,151.2997889
"Mulgoa Road & Wolseley Road, Jamisontown NSW 2750",-33.770938,150.6738044
"20 PACIFIC HWY, BENNETTS GREEN NSW 2290",-32.9972325,151.6849494
"Cnr Wyong Rd & Mingara Dve, Tumbi Umbi NSW 2261",-33.3621192,151.4442669
"104 George Gibson Drive, COOPERNOOK NSW 2426",-31.8255615,152.6127354
"152 Moorefields Road, Kingsgrove NSW 2208",-33.9354476,151.0863001
"67 STEWART AV, HAMILTON SOUTH NSW 2303",-32.9321296,151.7533561
"113 PARRY ST, NEWCASTLE WEST NSW 2302",-32.9254875,151.755675
"3 Railway Pde, KOGARAH NSW 2217",-33.961773,151.1331958
"15-19 Aspen Street, Penrith South NSW 2750",-33.7772772,150.7107235
"133 Wyndham Street, ALEXANDRIA NSW 2015",-33.9020166,151.2000104
"321 OLD SOUTH HEAD RD, NORTH BONDI NSW 2026",-33.884595,151.268513
"603 Pacific Hwy, MOUNT COLAH NSW 2079",-33.6704383,151.1152947
"793-797 Pittwater Rd, DEE WHY NSW 2099",-33.74579,151.2920668
"740-742 Pittwater Rd, BROOKVALE NSW 2100",-33.7614478,151.2745282
"41-43 Epping Rd Cnr Wicks Rd, North Ryde NSW 2113",-33.7914072,151.1311262
"Dunheved Road, WERRINGTON NSW 2747",-33.7482614,150.7522661
"New England Highway, ARMIDALE NSW 2350",-30.5069278,151.6356494
"78 Great Western Hwy Cnr Ross St, Glenbrook NSW 2773",-33.7653881,150.6214758
"Oberon Street, Eugowra NSW 2806",-33.4316946,148.3765577
"360 New England Hwy, Rutherford NSW 2320",-32.7099736,151.5169225
"132 CAREY STREET, Toronto NSW 2283",-33.0114806,151.5937762
"2 Commercial Rd, Kingsgrove NSW 2208",-33.9396526,151.1005387
"9 KING ST, WARNERS BAY NSW 2282",-32.9684368,151.6513341
"328 MAIN RD, CARDIFF NSW 2285",-32.9380092,151.6569946
"107 Erskine Street, Dubbo NSW 2830",-32.2445371,148.6110193
"66-70 Regent Street, CHIPPENDALE NSW 2008",-33.887862,151.201706
"855 Macquarie Drive, Valentine NSW 2280",-33.0078951,151.6425668
"93 Pacific Highway, Charlestown NSW 2290",-32.9663446,151.6956876
"326-328 Blaxland Road, Ryde NSW 2112",-33.8025058,151.1003434
"7 Raby Rd, LEPPINGTON NSW 2179",-33.9959505,150.7900927
"154-156 Prospect Hwy, Seven Hills NSW 2147",-33.7690101,150.9417243
"29 Railway Parade, Henty NSW 2658",-35.5191494,147.0357251
"3550 NEW ENGLAND HWY, WHITTINGHAM NSW 2330",-32.64059,151.23125
"552 Pennant Hills Road, West Pennant Hills NSW 2125",-33.7468276,151.0507055
"63 CONNELLS POINT RD, SOUTH HURSTVILLE NSW 2221",-33.9781548,151.1042365
"65 Garfield Road West & Richmond Road, Marsden Park NSW 2765",-33.69102970000001,150.8411239
"449 Victoria St, WETHERILL PARK NSW 2164",-33.8446146,150.8920139
"83 Lalor Road & Quakers Hill Parkway, Quakers Hill NSW 2763",-33.7283671,150.8984452
"861 Richmond Road, MARSDEN PARK NSW 2765",-33.7185327,150.8453215
"42-46 PEAK HILL RD, PARKES NSW 2870",-33.1221209,148.1743958
"51-63 Whylandra Street, Dubbo West NSW 2830",-32.2483246,148.5926879
"98-102 Heathcote Rd, MOOREBANK NSW 2170",-33.9380659,150.9396318
"24 Barrenjoey Road (Corner Darley Street East), Mona Vale NSW 2103",-33.6768584,151.3082077
"307-311 Barrenjoey Rd, NEWPORT NSW 2106",-33.6563833,151.318195
"299-303 Wardell Rd, Dulwich Hill NSW 2203",-33.912811,151.138389
"54 BYRON ST, BANGALOW NSW 2479",-28.6864936,153.5255013
"36 Mulgoa Road, Regentville NSW 2745",-33.7748944,150.6658614
"68 Goldsmith Street, GOULBURN NSW 2580",-34.7505332,149.719275
"92 Mulgoa Road & Batt Street, Jamisontown NSW 2750",-33.7666435,150.6795936
"585 Hume Hwy, YAGOONA NSW 2199",-33.9063261,151.0139794
"Bencubbin Avenue, Coleambally NSW 2707",-34.8018968,145.8957656
"505 Campbelltown Road, Denham Court NSW 2565",-33.9819886,150.8456036
"2320 Silverdale Rd, Silverdale NSW 2752",-33.890323,150.6189833
"307-313 Ocean Beach Road, UMINA BEACH NSW 2257",-33.511267,151.318196
"Hume Highway, Marulan North NSW 2579",-34.7085414,150.0112491
"Hume Highway, Marulan South NSW 2579",-34.7085414,150.0112491
"Lot 122 Dunheved Road, Werrington NSW 2747",-33.7467221,150.74287
"271 Camden Valley Way, NARELLAN NSW 2567",-34.0416835,150.7308321
"81-83 Main Road, HEDDON GRETA NSW 2321",-32.8053284,151.5070839
"Pacific Hwy & Heber Street, GRAFTON SOUTH NSW 2460",-29.7127144,152.9455053
"369 North Rocks Rd, North Rocks NSW 2151",-33.7691699,151.0318648
"77 MAYBE ST, BOMBALA NSW 2632",-36.9095398,149.24151
"128 Pacific Hwy, Charlestown NSW 2290",-32.9652348,151.6951363
"1418 Pittwater Rd, Narrabeen NSW 2101",-33.7003703,151.300146
"2 Avalon Pde (Cnr Barrenjoey Rd), Avalon Beach NSW 2107",-33.636573,151.3302255
"275 Lane Cove Rd, North Ryde NSW 2113",-33.7849655,151.1291464
"96 Wicks Road, North Ryde NSW 2113",-33.7939924,151.1269164
"386 Pennant Hills Rd, Pennant Hills NSW 2120",-33.7406294,151.0677195
"562-572 Botany Rd, Alexandria NSW 2015",-33.9157699,151.1999994
"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",-33.4354499,151.3850294
"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",-33.7387829,151.0735654
"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",-33.84881379999999,150.8994889
"68 Jindabyne Rd, BERRIDALE NSW 2628",-36.3654045,148.8270111
"306 Empire Drive, Empire Bay NSW 2257",-33.6184389,150.9105454
"14- Bernera Road, Prestons NSW 2170",-33.9356975,150.8690196
"393 Hillsborough Road  (Corner Macquarie Road), Warners Bay NSW 2282",-32.9660188,151.6543188
"54 - 56 Windsor Road, Kellyville NSW 2155",-33.7125464,150.9567847
"Cnr Captain Cook Dve & Cawarra Rd, Caringbah NSW 2229",-34.032634,151.1254833
"96 Queen & Broughton Streets, Campbelltown NSW 2560",-34.063911,150.8170557
"1497 Pittwater Road & Gondola Street, Narrabeen NSW 2101",-33.7075209,151.2963264
